exam,knowledge
下列不等式组：①，②，③，④，⑤．其中一元一次不等式组的个数是（　　）A．2个B．3个C．4个D．5个,172
编出解集为x≥2的一元一次不等式和一元一次不等式组各一个：一元一次不等式为　x﹣2≥0　；一元一次不等式组为　　．,172;167
求满足不等式x+1≥6（x﹣1）﹣8的正整数解．,169
不等式x﹣5＞4x﹣3的最大整数解是　﹣1　．,169
已知不等式2（x+3）﹣5x+a＞0的解集中恰有3个非负整数，则a的取值范围为（　　）A．2＜a≤3B．2≤a＜3C．0＜a≤3D．0≤a＜3,169
x取哪些整数值时，不等式5x﹣2＞3（x﹣1）①和都成立？请通过计算进行说明．,169
若关于x的不等式2x+a≤3只有1个正整数解，则a的取值范围为（　　）A．﹣1＜a＜1B．﹣1＜a≤1C．﹣1≤a＜1D．﹣1≤a≤1,169
解不等式x﹣2（x﹣1）≤4，并求出它的负整数解．,169;168
m与的差为正数，用不等式表示为　m0　．,170
《某市生活垃圾分类管理办法》于2022年4月1日起施行．为推广施行，某校开展垃圾分类知识竞赛，共有25题，规定每题答对得4分，答错扣1分，不答得0分．在这次竞赛中，小明有一题没答，竞赛成绩超过85分．设他答对了x题，则根据题意可列出的不等式为（　　）A．4x+1×（25﹣x）≥85B．4x﹣1×（25﹣x）≥85C．4x+1×（24﹣x）＞85D．4x﹣1×（24﹣x）＞85,170
用不等式表示：（1）x与1的和是正数；（2）y的2倍与1的和大于,170
x与3的和大于5，用不等式表示为　x+3＞5　．,170
小明要从甲地到乙地，两地相距2千米．已知小明步行的平均速度为100米/分，跑步的平均速度为200米/分，若要在不超过15分钟的时间内到达乙地，至少需要跑步多少分钟？设小明需要跑步x分钟，根据题意可列不等式为　200x+100（15﹣x）≥2000　．,170
用不等式表示“a的2倍与b的和不大于3”：　2a+b≤3　．,170
已知关于x的一元一次方程2x+10﹣3m＝0的解与关于x的一元一次方程1的解互为相反数，求代数式m﹣4n﹣1的值．,117
聪聪在对方程去分母时，错误地得到了方程：2（x+3）﹣mx﹣1＝3（5﹣x）②，因而求得的解是．（1）求m的值；（2）求原方程的解．,117
已知关于x的方程①：x+1﹣2m＝﹣m的解比方程②：的解大求m的值以及方程②的解．,117
已知：关于x的方程的解是x＝2，其中a≠0且b≠0，则代数式的值是（　　）A．B．C．D．,117
已知x＝1是关于x的方程ax+5＝2x的解，则a的值是（　　）A．﹣5B．﹣6C．﹣3D．8,117
关于x的方程的解为整数，则符合条件的正整数m的值之和为　19　．,117
关于x的方程（m﹣2）x＝1（m≠2）的解是　x　．,118
若a，b互为相反数，c，d互为倒数，p的绝对值等于2，则关于x的方程（a+b）x2+3cd?x﹣p2＝0的解为x＝　　．,118;6;523;9
计算：（1）；（2）；（3）3（x+2）﹣x＝8；（4）．,118;18;56
求x的值．（1）；（2）；（3）5：x＝2：,118;1013
解方程：（1）2（x﹣2）＝3x﹣7；（2）,118
解方程：（1）3（x﹣2）+8x＝5；（2）．,118
已知关于x的一元二次方程x2+ax+a﹣5＝0，若该方程的一个根为x＝3，求a的值并直接写出该方程的常数项．,140;139
将方程﹣6x+14＝（3﹣2x）（x+5）化为一元二次方程的一般形式，并写出其中的二次项系数、一次项系数和常数项．,139
若m2x2+（m2﹣3m）x+5＝0是关于x的一元二次方程，且不含x的一次项，则m＝　3　．,139;138
下列一元二次方程中，一次项系数为3的是（　　）A．2x2+3x﹣1＝0B．x2+3＝0C．2x2﹣3x﹣1＝0D．3x2+2x﹣1＝0,139
把方程x（x﹣2）＝x整理成一般形式后，得　x2﹣3x＝0　．,139
把下列方程化为一元二次方程的一般形式，并指出它的二次项系数、一次项系数和常数项（1）2x2＝1﹣3x（2）5x（x﹣2）＝4x2﹣3x．,139
（2）将方程x2﹣x＝2化为一元二次方程的一般形式，它的二次项系数、一次项系数、常数项之间具有什么关系？,139
若关于x的一元二次方程（k﹣1）x2+3x+k2﹣1＝0有一个解为x＝0，求k的值．,140;138
已知x＝2是一元二次方程x2+bx﹣c＝0的解，则﹣4b+2c＝（　　）A．8B．﹣8C．4D．﹣4,140
若a是方程x2+x﹣1＝0的一个根，则a3+2a2+2022的值为（　　）A．2023B．﹣2023C．2022D．﹣2022,140
关于x的一元二次方程x2+2x﹣m＝0的一个根是x＝1，则m的值为（　　）A．3B．1C．﹣1D．﹣3,140
先化简，再求值：（m+3），其中m是方程x2﹣2x﹣1＝0的根．,140;95
已知m为方程x2+3x﹣2023＝0的根，那么m3+2m2﹣2026m﹣2023的值为　﹣4046　．,140
如图，一次函数y＝﹣x+b与y＝kx﹣1的图象交于点P，与x轴交于点B．已知点P的纵坐标为3，点B的横坐标为4，则不等式﹣x+b＞kx﹣1的解集为（　　）A．x＜1B．x＞5C．x＜5D．x＞1,207;209
已知直线y＝3x+b和y＝ax﹣3交于点P（﹣2，﹣5），试画出这两条直线，并写出不等式3x+b＞ax﹣3的解集．,207;209
表表2分别是函数y1＝k1x+b1与y2＝k2x+b2中自变量x与函数y的对应值．则不等式y1＞y2的解集是　x＜﹣2　．表1x﹣4﹣3﹣2﹣1y﹣2﹣3﹣4﹣5表2x﹣4﹣3﹣2﹣1y﹣8﹣6﹣4﹣2,207
如图，函数y1＝﹣2x与y2＝ax+3的图象相交于点A（m，2），则关于x的不等式ax+3＞﹣2x＞0的解集是（　　）A．x＞﹣1B．﹣1＜x＜0C．x＜﹣1D．x＞2,207;209
直线l1：y＝k1x+b与直线l2：y＝k2x在同一平面直角坐标系中的图象如图所示，则关于x的不等式（k1﹣k2）x+b＞0的解集为　x＜﹣1　．,207
关于直线y1＝mx+n（m，n为常数，且m≠0）和y2＝2x有如下信息：①当x＞1时，y2＞y1；当x＜1时，y2＜y1；②当y1≥0时，x≤请根据以上信息作答：（1）求直线y1的函数关系式；（2）在如图中画出y1，y2的图象；（3）若y3+y1＝0，求出y1，y2，y3围成的图形的面积．,207;199;204
如图，在平面直角坐标系中，直线y＝ax+b与两坐标轴的交点分别为（2，0），（0，3），则不等式ax+b＞0的解为（　　）A．x＞2B．x＜2C．x＞3D．x＜3,207
【问题探究】某学习小组同学按照以下思路研究不等式组﹣1≤﹣|x|+3≤2的解集：首先令y＝﹣|x|+3，通过列表、描点、连线的方法作出该函数的图象并对其性质进行探究．列表：x…﹣4﹣3﹣2﹣101234…y…　﹣1　　0　　1　　2　　3　　2　　1　　0　　﹣1　…描点与连线：?（1）在列表的空格处填对应的y值，在图1给出的平面直角坐标系中描出以表中各对应值为坐标的点，并根据描出的点，画出该函数的图象；（2）若P（a，b），Q（5，b）为该函数图象上不同的两点，则a＝　﹣5　；（3）观察图象，当﹣1≤﹣|x|+3≤2时，自变量x的取值范围是　﹣4≤x≤﹣1或1≤x≤4　；【拓展运用】函数y＝|x|的图象如图2所示，在同一平面直角坐标系中画出函数的图象草图，并求出它与函数y＝|x|的图象所围成的图形面积．,207;675;199
阅读材料：在平面直角坐标系中，二元一次方程x﹣y＝0的一个解，可以用一个点（1，1）表示，二元一次方程有无数个解，以方程x﹣y＝0的解为坐标的点的全体叫作方程x﹣y＝0的图象．一般地，在平面直角坐标系中，任何一个二元一次方程的图象都是一条直线，我们可以把方程x﹣y＝0的图象称为直线x﹣y＝直线x﹣y＝0把坐标平面分成直线上方区域，直线上，直线下方区域三部分，如果点M（x0，y0）的坐标满足不等式x﹣y≤0，那么点M（x0，y0）就在直线x﹣y＝0的上方区域内．特别地，x＝k（k为常数）表示横坐标为k的点的全体组成的一条直线，y＝m（m为常数）表示纵坐标为m的点的全体组成的一条直线．请根据以上材料，探索完成以下问题：（1）已知点A（2，1）、B（）、C（，）、D（4，），其中在直线3x﹣2y＝4上的点有　A、C　；请再写出直线3x﹣2y＝4上一个点的坐标　（0，﹣2）（答案不唯一）　；（2）已知点P（x，y）的坐标满足不等式组，则所有的点P组成的图形的面积是　12　；（3）已知点P（x，y）的坐标满足不等式组请在平面直角坐标系中画出所有的点P组成的图形（涂上阴影），并直接写出上述图形的面积　　．,208;922;200;202
如图，两个一次函数图象的交点坐标为（2，4），则关于x，y的方程组的解为（　　）A．B．C．D．,208
如图，直线l：y＝﹣x+b与直线m：y＝kx的交点为P．则方程组的解为　　．?,208
已知方程组的解为，则直线y＝﹣x+2与直线y＝2x﹣7的交点在平面直角坐标系中位于第　四　象限．,208
如图所示，一次函数y＝kx+b（k，b是常数，k≠0）与正比例函数y＝mx（m是常数，m≠0）的图象相交于点M（1，2），下列判断错误的是（　　）A．关于x的不等式mx≥kx+b的解集是x≤1B．关于x的方程mx＝kx+b的解是x＝1C．当x＜0时，函数y＝kx+b的值比函数y＝mx的值大D．关于x，y的方程组的解是,208;199;206;207
若正比例函数y＝﹣x和一次函数y＝2x+b的图象交于点A（﹣1，a）．（1）求该一次函数的解析式；（2）直接写出关于x，y的方程组的解．,208;204
在平面直角坐标系中，一个正比例函数的图象经过点（1，2），把此正比例函数的图象向上平移5个单位，得到直线l：y＝kx+b（k≠0），直线l与x轴交于点A．（1）求直线l的函数解析式；（2）求A点的坐标．,203
我们知道，平移、翻折、旋转是3种基本的图形运动．你能求出将直线平移、旋转后对应的函数表达式吗？（1）将一次函数y＝﹣2x+4的图象沿着y轴向下平移3个单位长度，所得到的图象对应的函数表达式为　y＝﹣2x+1　；（2）如图，一次函数y＝﹣2x+4的图象与y轴的交点为点A，将直线y＝﹣2x+4绕点A逆时针旋转45°，求所得的图象对应的函数表达式．,203
探究函数y＝|x+的图象与性质．小明根据学习一次函数的经验，对函数y＝|x+的图象与性质进行了探究．下面是小明的探究过程，请补充完整：（1）函数y＝|x+的自变量x的取值范围是全体实数；（2）如表是x与y的几组对应值：x…﹣3﹣2﹣101…y…21012…（3）在如图网格中，建立平面直角坐标系xOy，描出表中各对对应值为坐标的点，并画出该函数的图象；（4）小明根据画出的函数图象，得出了如下几条结论：①当x＝　﹣1　时，函数有最小值为　0　；②当时　x＞﹣1　（填写自变量取值范围），y随x的增大而增大；当时　x＜﹣1　（填写自变量取值范围），y随x的增大而减少；③图象关于过点　（﹣1，0）　且垂直于x轴的直线对称；④函数y＝kx与y＝|x+有一个交点，k的取值范围是　k或k＜﹣1或k＞1　．,203;209;201
学习“一次函数”时，我们从“数”和“形”两方面研究一次函数的性质，并积累了一些经验和方法，尝试用你积累的经验和方法解决下面问题．（1）在平面直角坐标系中，画出函数y＝|x|的图象：①列表：完成表格x…﹣3﹣2﹣10123…y…　3　　2　　1　　0　　1　　2　　3　…②画出y＝|x|的图象；（2）结合所画函数图象，写出y＝|x|两条不同类型的性质；（3）直接写出函数y＝|x﹣图象是由函数y＝|x|的图象怎样平移得到？,203;681;675;676;199;200
如图，已知直线l1：y＝x+4和直线l2：y＝﹣2x+6，将直线l2向下平移m个单位长度后，与直线l1的交点在第二象限，则m的值可以是（　　）A．2B．10C．14D．16,203;199
如图，直线交坐标轴于点A，B，将△AOB向x轴负半轴平移9个单位长度得到△CDE，则图中阴影部分面积为（　　）A．36B．45C．48D．54,203
已知y是x的一次函数，且当x＝0时，y＝3；当x＝2时，y＝﹣（1）求一次函数的解析式．（2）若y＜﹣3，求自变量x的取值范围．,204;199;202
如图，在平行四边形OABC中，A（7，0）、C（3，4），若OD＝1，直线l经过D点并且把平行四边形OABC的面积分成相等的两部分，则直线l的解析式是　yx　．,204;321;202
已知y﹣3与2x﹣1成正比例，且当x＝1时，y＝（1）求y关于x的函数解析式；（2）如果y的取值范围是0≤y≤5，求x的取值范围；（3）若点A（x1，y1），B（x2，y2）都在该函数图象上，且y1＞y2，试判断x1，x2的大小关系．,204;199
如图，一次函数交x轴于点A（4，0），交y轴于点B（0，3），过点A作AC⊥AB，且AC＝AB．连接BC，当点C在第一象限时，直线BC的解析式为（　　）A．B．C．D．,204;294;313;202
在平面直角坐标系中，点A（3，0），B（0，4）．以AB为一边在第一象限作正方形ABCD，则对角线BD所在直线的解析式为（　　）A．yx+4B．yx+4C．yx+4D．y＝4,204;294;330
已知函数y＝kx+b，自变量x的取值范围为﹣1≤x≤7，相应函数值的取值范围为﹣12≤y≤8，则该函数的表达式为　yx或yx　．,204;199;202
如果一次函数y＝（2﹣m）x+m﹣3的图象经过第二、三、四象限，求m的取值范围．,201
若一次函数y＝kx﹣1（k是常数，k≠0）的图象经过第一、三、四象限，则是k的值可以是　2　．（写出一个即可）．,201
已知一次函数y1＝﹣ax﹣3a，二次函数，若x＜0时，y1y2≤0恒成立，则a的取值范围是（　　）A．﹣2≤a≤2且a≠0B．a＝±1C．a＝﹣2D．a＝±2,201;209
正比例函数y＝（k+2）x，若y的值随x的值的增大而增大，则k的值可能是（　　）A．0B．﹣8C．﹣4D．﹣2,201
如图，在平面直角坐标系中，点A，B的坐标分别为（3，0），（1，3），直线l的表达式为：y＝kx+6﹣5k（k≠0）．（1）当k＝2时，直线l与x轴的交点的坐标是　（2，0）　；（2）嘉嘉发现：直线l恒过一点，请你通过计算找出这点；（3）若线段AB与直线l有交点，请直接写出k的取值范围．,201;202
一次函数y＝（2m﹣1）x﹣n的值随x的值增大而增大，且函数图象与y轴交于正半轴，则点P（m，n）所在象限为（　　）A．第一象限B．第二象限C．第三象限D．第四象限,201;202
如图，在直角坐标系中，画出函数y＝|x+﹣1的图象．（1）列表：x……﹣4﹣3﹣2﹣1012……y＝|x+﹣1……21m﹣1n12……（2）描点并连线．观察图象并填空：（1）m＝　0　，n＝　0　.图象最低点的坐标为　（﹣1，﹣1）　．（2）写出该函数图象的一条性质：　x＝﹣1是对称轴　．（3）图象与两坐标轴围成的三角形面积为　1　．（4）当y＞1时，直接写出x的取值范围　x＜﹣3或x＞1　．,202;675;199
如图，直线y＝x+4与x轴，y轴分别交于A和B，点C、D分别为线段AB、OB的中点，P为OA上一动点，当PC+PD的值最小时，点P的坐标为　（﹣1，0）　．,202;393;199
如图，在平面直角坐标系中，点A（﹣5，m），B（m﹣3，m），其中m＞0，直线y＝kx﹣1与y轴相交于C点．（1）求点C坐标　（0，﹣1）　．（2）若m＝2，①求△ABC的面积；②若点A和点B在直线y＝kx﹣1的两侧，求k的取值范围；（3）当k＝﹣1时，直线y＝kx﹣1与线段AB的交点为P点（不与A点、B点重合），且AP＜2，求m的取值范围．,201;202
若A（x1，y1），B（x2，y2）分别在一次函数y＝kx+b（k＞0）图象上两个不相同的点，记P＝（x1﹣x2）（y1﹣y2），则P为（　　）A．0B．正数C．负数1D．非负数,202
在平面直角坐标系xOy中，任意两点，定义线段PQ的“直角长度”为dPQ＝|x2﹣x+|y2﹣y．已知点A（3，2），B（1，﹣2）．（1）已知点P1（3，5），P2（2，4），P3（2，1），其中满足dAP＝3的点有　P1，P2　；（2）若点K在直线y＝﹣x+2上，且满足dAK＝3，请直接写出K点横坐标xK的取值范围；（3）在△ABC中，若三条边的“直角长度“都相等，则称该三角形为“等距三角形”．若点C是平面内一点，且△ABC为“等距三角形”，请直接写出点C的坐标：　（6，﹣1）或（﹣2，1）　．,202
关于函数y1＝kx+b（k≠0）和函数yx有如下信息：①当x＞2时，y1＜y2；当x＜2时，y1＞y②当y1＜0时，x＜﹣根据信息解答下列问题：（1）①求函数y1的表达式；②在平面直角坐标系xOy中，直接画出y1，y2的图象．（2）设y3＝﹣y1，则3条直线y1，y2，y3围成的图形面积是　9　．,202;200
如图，一次函数y＝kx+3的图象过点M（4，0），与正比例函数yx的图象交于点A，过点A作AB⊥x轴于点B．（1）求△AOM的面积；（2）若点P在x轴上，且OP＝2OM，求线段AP的长度．,202
已知一次函数y＝kx+b的图象经过A（2，4），B（0，2）两点，并且与x轴相交于点P．求：k和b的值及P点的坐标．,202
下列点中，在函数y＝x﹣2的图象上的是（　　）A．（2，0）B．（0，2）C．（﹣2，0）D．（2，2）,202
两个一次函数y1＝ax+b与y2＝bx+a（a，b为常数，且ab≠0），它们在同一个坐标系中的图象可能是（　　）A．B．C．D．,675
如图是一次函数y＝kx+b的图象，当x　＞﹣2　时，函数图象在x轴的上方．,675
如图，在平面直角坐标系中，点C的坐标是（0，4），作点C关于直线AB：yx+1的对称点D，则点D的坐标是　（，）　．,675;389
如图，在平面直角坐标系中有P，Q，M，N四个点，其中恰有三点在一次函数y＝kx+b（k＜0）的图象上．根据图中四点的位置，判断这四个点中不在函数y＝kx+b的图象上的点是（　　）A．点PB．点QC．点MD．点N,675
先完成下列填空，再在同一平面直角坐标系中画出以下函数的图象（不必再列表）（1）正比例函数y＝2x的图象过（0，　0　）和（1，　2　）；（2）一次函数y＝﹣x+3的图象过（0，　3　）和（　3　，0）．,676;675
两条直线y1＝kx﹣k与y2＝﹣x在同一平面坐标系中的图象可能是（　　）A．B．C．D．,676;675
一次函数y＝ax+b与y＝abx在同一个平面直角坐标系中的图象不可能是（　　）A．B．C．D．,676;675
若m＜﹣1，则一次函数y＝（m+1）x+m﹣1的图象可能是（　　）A．B．C．D．,675
在同一平面直角坐标系中，函数y＝mx+n和y＝mnx的图象大致为（　　）A．B．C．D．,676;675
当x＞0时，y与x的函数解析式为y＝2x，当x≤0时，y与x的函数解析式为y＝﹣2x，则在同一平面直角坐标系中的图象大致为（　　）A．B．C．D．,676
在同一平面直角坐标系中画出下列直线：（1）yx．（2）y＝2x﹣,676;675
画出函数y＝﹣x的图象．,676
如图，直线l1⊥x轴于点（1，0），直线l2⊥x轴于点（2，0），直线l3⊥x轴于点（3，0），…直线ln⊥x轴于点（n，0）．函数y＝x的图象与直线l1，l2，l3…ln分别交于点A1，A2，A3，…An；函数y＝3x的图象与直线l1，l2，l3…ln分别交于点B1，B2，B3…Bn，如果△OA1B1的面积记作S1，四边形A1A2B2B1的面积记作S2，四边形A2A3B3B2的面积记作S3…四边形An﹣1AnBnBn﹣1的面积记作Sn，那么S2018＝　4035　．,676;51
画出函数y＝﹣2x的图象，并指出y随x的变化规律．,676
在同一平面直角坐标系内画出正比例函数y＝2x与y＝﹣2x的图象．,676
已知关于x的函数y＝kx|﹣2k+﹣x+5是一次函数，求k的值．,681
y＝（k+2）x2k+1+3x+2是x的一次函数，求k的值．,681
下列关系式中，表示y是x的一次函数的是（　　）A．y＝2xB．yC．yD．y＝x2+2x+1,681
如图1和图2，分别是一个纸杯和n个纸杯叠放在一起的示意图，如图1，杯子底部到杯沿底边高为h，杯子沿高为a，如图2，n个杯子叠在一起的总高度为H，此情景中变量之间的函数关系为（　　）A．正比例函数B．一次函数C．反比例函数D．二次函数,681
若f（x）是一次函数，且f[f（x）]＝8x+7，求f（x）的解析式．,681
当k为何值时，函数y＝（k+3）xk+1+4x﹣8（x≠0）是一次函数？,681
下列函数关系式：①y＝kx+1；②y；③y＝x2+1；④y＝22﹣x．其中是一次函数的有　1　个．,681
若函数是正比例函数，求k的值．,674
已知函数（m，n是常数）是正比例函数，则m+n的值为　﹣5　．,674
有函数：①；②；③；④y＝2x﹣3；⑤y＝2x2；⑥y＝3（2﹣x）．其中正比例函数有（　　）A．1个B．2个C．3个D．4个,674
根据题意，写出相应的函数表达式，并判断y是否为x的一次函数、是否为正比例函数．（1）多边形的每个内角都相等，它的每个外角的度数y与边数x之间的关系；（2）圆柱的底面圆面积为2cm2，它的体积y（cm3）与高x（cm）之间的关系；（3）一棵小树现在高度为80cm，以后每年长高20cm，x年后，小树的高度y（cm）与生长的年数x的关系．,674;681
下列式子中，y是x的正比例函数的是（　　）A．y＝﹣1x+1B．yC．y＝2x2D．y2＝4x,674
写出下列各题y与x的函数关系式，并判断y是不是x的正比例函数．（1）电报收费标准是每个字1元，电报费y（元）与字数x（个）的关系；（2）地面气温是28℃，高度每升高1km，气温下降6℃，气温y（℃）与高度x（km）的关系．（3）圆的面积y（cm2）与半径x（cm）的关系．,674
新定义：[a，b]为一次函数y＝ax+b（a，b为实数，且a≠0）的关联数，若关联数[1，m+2]所对应的一次函数是正比例函数，求关于x的方程2的解．,674;157
在同一时间同一地点，物体的高度与它的影长（　　）A．成正比例B．成反比例C．不成比例D．无法判断,211;1016;1018
目前，全球淡水资源日益减少，提倡全社会节约用水．据测试：某个拧不紧的水龙头每分钟滴出100滴水，每滴水约05毫升，小康同学洗手后，没有把该水龙头拧紧，水龙头以测试的速度滴水，设小康洗完手x分钟后，水龙头滴出y毫升的水．（1）请填写表：x/分钟13　5　　7　9y/毫升　5　152535　45　（2）请写出y与x之间的函数关系式．,211
某项研究表明，一般情况下人的身高h（cm）与脚掌长d（cm）存在一定的关系：h＝7d．若小明的身高为5cm，则他的脚掌长为　5　cm．,211
已知甲车从A地出发前往B地，同时乙车从B地出发前往A地，两车离A地距离y（千米）和行驶时间x（小时）的关系如图，则两车相遇时，甲车行驶的时间是（　　）A．2小时B．4小时C．5小时D．3小时,211
2023年7月28日至8月8日，第31届世界大学生运动会将在成都举行．“当好东道主，热情迎嘉宾”，成都某知名小吃店计划购买A，B两种食材制作小吃．已知购买1千克A种食材和1千克B种食材共需68元，购买5千克A种食材和3千克B种食材共需280元．（1）求A，B两种食材的单价；（2）该小吃店计划购买两种食材共36千克，其中购买A种食材千克数不少于B种食材千克数的2倍，当A，B两种食材分别购买多少千克时，总费用最少？并求出最少总费用．,211;953
弹簧挂物体会伸长，测得弹簧长度y（cm）（最长为20cm）与所挂物体质量x（kg）之间有下面的关系：x/kg01234…y/cm510…下列说法不正确的是（　　）A．y与x的函数表达式为y＝8+5xB．所挂物体质量为6kg时，弹簧长度为11cmC．y与x的函数表达式中一次项系数表示“所挂物体质量每增加1kg弹簧伸长的长度”D．挂30kg物体时，弹簧长度为23cm,211
表格反映了某地一天中某一时刻的气温t（℃）与距离地面的高度h（km）之间的关系，则t与h之间的函数解析式（不要求写自变量的取值范围）为（　　）距离地面的高度h（km）01234气温t（℃）201482﹣4A．t＝20+6hB．t＝6h﹣20C．t＝20﹣6hD．t＝20﹣h,211
定义：在同一平面内，如果矩形ABCD的四个顶点到⊙M上一点的距离相等，那么称这个矩形ABCD是⊙M的“伴侣矩形”．如图，在平面直角坐标系xOy中，直线l：yx﹣3交x轴于点M，⊙M的半径为2，矩形ABCD沿直线运动（BD在直线l上），BD＝2，AB∥y轴，当矩形ABCD是⊙M的“伴侣矩形”时，点C的坐标为（　　）A．（，）B．（，）C．（，）或（，）D．（，）或（，）,212
如图，平面直角坐标系中，直线AB与x轴、y轴分别交于点A（4，0）、点B（0，2）．（1）求直线AB的表达式；（2）设点C为线段AB上一点，过点C分别作CD⊥x轴、CE⊥y轴，垂足分别为D、E，当OC平分∠AOB时，求点C的坐标．,212
如图直线yx，点A1（1，0），过A1作x轴的垂线交直线于点B1，以原点O为圆心，以OB1长为半径画弧交x轴于点A2；再过点A2作x轴的垂线交直线于点B2，以原点O为圆心，OB2长为半径画弧交x轴于点A3，按此做法进行下去，则A6的坐标（　　）A．（8，0）B．（16，0）C．（32，0）D．（64，0）,212
如图，直线y＝kx+2（0＜|k|≤1）分别与坐标轴交于A，B两点，等边△MNO关于y轴对称，点M（﹣1，），P是直线AB上的动点．∠MAN度数为　30°　，当∠MPN＝∠MAN时，点P的坐标为　　（A点除外）．,212;301;311;348
已知：如图，三个半圆依次相外切，它们的圆心都在x轴的正半轴上并与直线yx相切，设半圆C半圆C半圆C3的半径分别是rrr3，则当r1＝1时，r3＝　9　．,212
如图，在平面直角坐标系中，A（1，0），B（3，0），C（0，﹣3），CB平分∠ACP，则直线PC的解析式为（　　）A．yx﹣3B．yx﹣3C．yx﹣3D．yx﹣3,212
一次函数y＝﹣x﹣3的图象不经过的象限是（　　）A．第一象限B．第二象限C．第三象限D．第四象限,199
请根据函数相关知识，对函数y＝x﹣﹣1的图象与性质进行探究，并解决相关问题：①列表：x…0123456…y…5m1﹣113n…②描点；③连线．（1）在函数y＝x﹣﹣1中，自变量x的取值范围为　全体实数　；（2）表格中，m＝　3　，n＝　5　；（3）如图，在平面直角坐标系xOy中，画出函数y＝x﹣﹣1的图象；（4）观察图象，当x　≤5　时，y随x的增大而减小；若关于x的方程x﹣﹣1＝k有两个不同的实数根，则k的取值范围为　k＞﹣1　．,199;675
已知函数y＝﹣2x+（1）在如图所示的平面直角坐标系中，画出这个函数的图象；（2）求出这个函数的图象与x轴、y轴的交点的坐标．,199;675
在一次函数y＝﹣2x中，y随x的增大而　减小　（填“增大”或“减小”）．,200;199
一次函数y＝kx+b中，y随x的增大而减小，b＜0，则这个函数的图象不经过（　　）A．第一象限B．第二象限C．第三象限D．第四象限,199
已知一次函数y＝﹣2x+2，请在所给直角坐标系中画出此函数的图象根据图象求出当﹣2≤y≤2时x的取值范围．,199;675
